i,j,y,t,l,k,alpha,psi
4173,101,1.3434938286273264,1,3,5,0.43072729929545744,0.11418529432142824
4173,91,1.8297075198222605,2,3,4,0.43072729929545744,-0.11418529432142838
4173,91,2.4272120869621405,3,3,4,0.43072729929545744,-0.11418529432142838
4173,91,-0.5262779079950147,4,3,4,0.43072729929545744,-0.11418529432142838
4174,79,-0.9764831739876851,0,1,4,-0.43072729929545756,-0.11418529432142838
4174,79,-1.073177901414632,1,1,4,-0.43072729929545756,-0.11418529432142838
4174,79,-0.4119197544430836,2,1,4,-0.43072729929545756,-0.11418529432142838
4174,90,0.9756798025906088,3,1,4,-0.43072729929545756,-0.11418529432142838
4174,153,-1.2032477217832558,4,1,7,-0.43072729929545756,0.6045853465832371
4175,16,-0.8242793549047083,0,0,0,-0.967421566101701,-1.335177736118937
4175,83,-0.34441464878817885,1,0,4,-0.967421566101701,-0.11418529432142838
4175,83,0.12280994109604615,2,0,4,-0.967421566101701,-0.11418529432142838
4175,99,-0.10281369582508415,3,0,5,-0.967421566101701,0.11418529432142824
4175,99,-1.5457456297357495,4,0,5,-0.967421566101701,0.11418529432142824
4176,101,-0.3412319397035064,0,3,5,0.43072729929545744,0.11418529432142824
4176,101,1.6571294790997855,1,3,5,0.43072729929545744,0.11418529432142824
4176,29,-1.3742382760085903,2,3,1,0.43072729929545744,-0.9084578685373851
4176,8,0.05882291045115284,3,3,0,0.43072729929545744,-1.335177736118937
4176,8,-1.7198868699897822,4,3,0,0.43072729929545744,-1.335177736118937
4177,149,2.1825149184671715,0,3,7,0.43072729929545744,0.6045853465832371
4177,71,0.558158563173766,1,3,3,0.43072729929545744,-0.3487556955170447
4177,71,1.8861498497900495,2,3,3,0.43072729929545744,-0.3487556955170447
4177,71,-1.1093634201400215,3,3,3,0.43072729929545744,-0.3487556955170447
4177,71,0.6196167891976979,4,3,3,0.43072729929545744,-0.3487556955170447
4178,176,0.9612872023984705,0,4,8,0.967421566101701,0.9084578685373853
4178,179,2.1704444786975308,1,4,9,0.967421566101701,1.3351777361189363
4178,185,2.9135021163239796,2,4,9,0.967421566101701,1.3351777361189363
4178,185,2.8477104029757947,3,4,9,0.967421566101701,1.3351777361189363
4178,185,1.1791955021823142,4,4,9,0.967421566101701,1.3351777361189363
4179,64,0.4406189346131997,0,4,3,0.967421566101701,-0.3487556955170447
4179,126,0.0018968290732264137,1,4,6,0.967421566101701,0.3487556955170447
4179,195,3.6586557925350274,2,4,9,0.967421566101701,1.3351777361189363
4179,195,3.7217988607423558,3,4,9,0.967421566101701,1.3351777361189363
4179,169,3.3845075567789085,4,4,8,0.967421566101701,0.9084578685373853
4180,34,-2.068004064316552,0,3,1,0.43072729929545744,-0.9084578685373851
4180,118,-0.4741884655644746,1,3,6,0.43072729929545744,0.3487556955170447
4180,85,0.4278680176995637,2,3,4,0.43072729929545744,-0.11418529432142838
4180,85,1.1239132010676625,3,3,4,0.43072729929545744,-0.11418529432142838
4180,172,2.272934302974311,4,3,8,0.43072729929545744,0.9084578685373853
4181,170,2.1020768557357057,0,4,8,0.967421566101701,0.9084578685373853
4181,145,2.7379796630573514,1,4,7,0.967421566101701,0.6045853465832371
4181,194,2.0413618277509156,2,4,9,0.967421566101701,1.3351777361189363
4181,194,3.5013140701570964,3,4,9,0.967421566101701,1.3351777361189363
4181,109,0.3026919392609485,4,4,5,0.967421566101701,0.11418529432142824
4182,165,2.1752147420914527,0,4,8,0.967421566101701,0.9084578685373853
4182,165,1.48355423558095,1,4,8,0.967421566101701,0.9084578685373853
4182,165,0.9761111250353541,2,4,8,0.967421566101701,0.9084578685373853
4182,117,1.4144490280670827,3,4,5,0.967421566101701,0.11418529432142824
4182,190,3.36830884274043,4,4,9,0.967421566101701,1.3351777361189363
4183,130,0.8219431804456352,0,3,6,0.43072729929545744,0.3487556955170447
4183,130,1.8694640762045536,1,3,6,0.43072729929545744,0.3487556955170447
4183,148,0.04054238642290653,2,3,7,0.43072729929545744,0.6045853465832371
4183,148,0.058957223122552915,3,3,7,0.43072729929545744,0.6045853465832371
4183,117,0.03514409968989918,4,3,5,0.43072729929545744,0.11418529432142824
4184,72,0.060786206836587135,0,3,3,0.43072729929545744,-0.3487556955170447
4184,31,0.96531651701077,1,3,1,0.43072729929545744,-0.9084578685373851
4184,31,0.10850438597424156,2,3,1,0.43072729929545744,-0.9084578685373851
4184,31,-0.11221725415436007,3,3,1,0.43072729929545744,-0.9084578685373851
4184,31,-0.09588286488246744,4,3,1,0.43072729929545744,-0.9084578685373851
4185,69,2.1049195465809,0,1,3,-0.43072729929545756,-0.3487556955170447
4185,69,-0.7590470944399214,1,1,3,-0.43072729929545756,-0.3487556955170447
4185,69,-1.93064936382617,2,1,3,-0.43072729929545756,-0.3487556955170447
4185,27,-1.8159447370629735,3,1,1,-0.43072729929545756,-0.9084578685373851
4185,16,0.07308427023046593,4,1,0,-0.43072729929545756,-1.335177736118937
4186,85,-1.1801996449359635,0,2,4,0.0,-0.11418529432142838
4186,140,0.3819273714178797,1,2,7,0.0,0.6045853465832371
4186,113,-0.6602470991860283,2,2,5,0.0,0.11418529432142824
4186,101,1.0819754131211183,3,2,5,0.0,0.11418529432142824
4186,55,-0.8416401590319138,4,2,2,0.0,-0.6045853465832371
4187,47,-2.617602130575447,0,2,2,0.0,-0.6045853465832371
4187,60,-1.279195039553825,1,2,3,0.0,-0.3487556955170447
4187,31,-0.7720414060871241,2,2,1,0.0,-0.9084578685373851
4187,31,-2.1166171274075887,3,2,1,0.0,-0.9084578685373851
4187,102,1.802882273746941,4,2,5,0.0,0.11418529432142824
4188,133,1.4266460258736404,0,3,6,0.43072729929545744,0.3487556955170447
4188,133,0.6217226929440139,1,3,6,0.43072729929545744,0.3487556955170447
4188,61,-0.47383405921166155,2,3,3,0.43072729929545744,-0.3487556955170447
4188,82,1.4386036798431099,3,3,4,0.43072729929545744,-0.11418529432142838
4188,72,1.3465707647535612,4,3,3,0.43072729929545744,-0.3487556955170447
4189,146,1.6398229468463346,0,4,7,0.967421566101701,0.6045853465832371
4189,146,1.2355714743717088,1,4,7,0.967421566101701,0.6045853465832371
4189,54,0.7931295747314306,2,4,2,0.967421566101701,-0.6045853465832371
4189,105,1.7761809771472552,3,4,5,0.967421566101701,0.11418529432142824
4189,105,0.6841362693200299,4,4,5,0.967421566101701,0.11418529432142824
4190,144,0.2463877207848337,0,1,7,-0.43072729929545756,0.6045853465832371
4190,160,-1.2232999878016628,1,1,8,-0.43072729929545756,0.9084578685373853
4190,160,-0.41232765775427077,2,1,8,-0.43072729929545756,0.9084578685373853
4190,131,1.1618495026089017,3,1,6,-0.43072729929545756,0.3487556955170447
4190,131,1.6492479301172493,4,1,6,-0.43072729929545756,0.3487556955170447
4191,180,1.731438049591059,0,4,9,0.967421566101701,1.3351777361189363
4191,180,0.5539250135955924,1,4,9,0.967421566101701,1.3351777361189363
4191,156,1.4667173261573951,2,4,7,0.967421566101701,0.6045853465832371
4191,156,1.76335900072045,3,4,7,0.967421566101701,0.6045853465832371
4191,155,2.577418049135413,4,4,7,0.967421566101701,0.6045853465832371
4192,158,1.5862282125559264,0,3,8,0.43072729929545744,0.9084578685373853
4192,184,1.513880792961803,1,3,9,0.43072729929545744,1.3351777361189363
4192,184,0.8399842050371316,2,3,9,0.43072729929545744,1.3351777361189363
4192,184,2.5877142749953173,3,3,9,0.43072729929545744,1.3351777361189363
4192,184,2.319905400744096,4,3,9,0.43072729929545744,1.3351777361189363
4193,152,-2.55638814584853,0,0,7,-0.967421566101701,0.6045853465832371
4193,152,-1.1557834409577747,1,0,7,-0.967421566101701,0.6045853465832371
4193,129,0.6190136653566696,2,0,6,-0.967421566101701,0.3487556955170447
4193,129,-0.630772140333442,3,0,6,-0.967421566101701,0.3487556955170447
4193,129,-1.5971940945865066,4,0,6,-0.967421566101701,0.3487556955170447
4194,18,-3.374618438097431,0,0,0,-0.967421566101701,-1.335177736118937
4194,18,-1.305163988429813,1,0,0,-0.967421566101701,-1.335177736118937
4194,101,-0.10159944384200115,2,0,5,-0.967421566101701,0.11418529432142824
4194,101,-2.168894237085933,3,0,5,-0.967421566101701,0.11418529432142824
4194,56,-1.1751480619321548,4,0,2,-0.967421566101701,-0.6045853465832371
4195,75,-1.4174118010490764,0,3,3,0.43072729929545744,-0.3487556955170447
4195,75,0.1841265934097661,1,3,3,0.43072729929545744,-0.3487556955170447
4195,75,1.492762762880031,2,3,3,0.43072729929545744,-0.3487556955170447
4195,75,0.9137279292032959,3,3,3,0.43072729929545744,-0.3487556955170447
4195,129,2.5263669546364467,4,3,6,0.43072729929545744,0.3487556955170447
4196,161,2.6569451133744146,0,4,8,0.967421566101701,0.9084578685373853
4196,161,1.7218633499380314,1,4,8,0.967421566101701,0.9084578685373853
4196,113,1.586921376289458,2,4,5,0.967421566101701,0.11418529432142824
4196,67,0.4361415693238131,3,4,3,0.967421566101701,-0.3487556955170447
4196,177,2.4018898436325284,4,4,8,0.967421566101701,0.9084578685373853
4197,188,2.245217736954255,0,4,9,0.967421566101701,1.3351777361189363
4197,188,1.6244001600679328,1,4,9,0.967421566101701,1.3351777361189363
4197,188,3.086716251499592,2,4,9,0.967421566101701,1.3351777361189363
4197,188,2.213164769156091,3,4,9,0.967421566101701,1.3351777361189363
4197,188,2.55134618036136,4,4,9,0.967421566101701,1.3351777361189363
4198,159,3.5074588685195964,0,4,8,0.967421566101701,0.9084578685373853
4198,159,1.4098727774111102,1,4,8,0.967421566101701,0.9084578685373853
4198,159,2.378756779684791,2,4,8,0.967421566101701,0.9084578685373853
4198,192,1.823053027282817,3,4,9,0.967421566101701,1.3351777361189363
4198,162,2.8366110576986254,4,4,8,0.967421566101701,0.9084578685373853
4199,114,-0.06532815516676482,0,1,5,-0.43072729929545756,0.11418529432142824
4199,114,-0.21057953392744802,1,1,5,-0.43072729929545756,0.11418529432142824
4199,114,-1.3157509346384035,2,1,5,-0.43072729929545756,0.11418529432142824
4199,114,-2.0053858452932043,3,1,5,-0.43072729929545756,0.11418529432142824
4199,114,1.117864207241239,4,1,5,-0.43072729929545756,0.11418529432142824
4200,57,-0.1739486989825223,0,1,2,-0.43072729929545756,-0.6045853465832371
4200,57,-1.8254837994857351,1,1,2,-0.43072729929545756,-0.6045853465832371
4200,22,-1.9040038511861264,2,1,1,-0.43072729929545756,-0.9084578685373851
4200,137,0.7566018788909581,3,1,6,-0.43072729929545756,0.3487556955170447
4200,137,0.4578969717433845,4,1,6,-0.43072729929545756,0.3487556955170447
4201,124,-1.4944734766245826,0,0,6,-0.967421566101701,0.3487556955170447
4201,124,-2.5719407126632645,1,0,6,-0.967421566101701,0.3487556955170447
4201,11,-3.5059129102606175,2,0,0,-0.967421566101701,-1.335177736118937
4201,11,-3.7865671043055844,3,0,0,-0.967421566101701,-1.335177736118937
4201,9,-2.911058292789915,4,0,0,-0.967421566101701,-1.335177736118937
4202,137,-1.3156181791184594,0,2,6,0.0,0.3487556955170447
4202,137,0.31364014815593727,1,2,6,0.0,0.3487556955170447
4202,137,0.5020775575961369,2,2,6,0.0,0.3487556955170447
4202,137,-0.9523184684070791,3,2,6,0.0,0.3487556955170447
4202,137,1.8337998085799994,4,2,6,0.0,0.3487556955170447
4203,154,1.1468164904295621,0,4,7,0.967421566101701,0.6045853465832371
4203,119,0.26871294415706926,1,4,6,0.967421566101701,0.3487556955170447
4203,97,3.1077845159551494,2,4,4,0.967421566101701,-0.11418529432142838
4203,97,0.8787277269377402,3,4,4,0.967421566101701,-0.11418529432142838
4203,122,1.3181078412157903,4,4,6,0.967421566101701,0.3487556955170447
4204,156,0.4797897710733352,0,4,7,0.967421566101701,0.6045853465832371
4204,156,2.4578407398174082,1,4,7,0.967421566101701,0.6045853465832371
4204,156,4.204683573379116,2,4,7,0.967421566101701,0.6045853465832371
4204,156,0.4646421855406022,3,4,7,0.967421566101701,0.6045853465832371
4204,144,1.6210455852909376,4,4,7,0.967421566101701,0.6045853465832371
4205,17,-0.6263276904669086,0,1,0,-0.43072729929545756,-1.335177736118937
4205,101,0.1279119490406359,1,1,5,-0.43072729929545756,0.11418529432142824
4205,58,-2.948837473338091,2,1,2,-0.43072729929545756,-0.6045853465832371
4205,58,-2.7098501656409417,3,1,2,-0.43072729929545756,-0.6045853465832371
4205,58,-0.5199650738340197,4,1,2,-0.43072729929545756,-0.6045853465832371
4206,2,-1.6078948841927025,0,0,0,-0.967421566101701,-1.335177736118937
4206,2,-1.4243207924202481,1,0,0,-0.967421566101701,-1.335177736118937
4206,77,-1.8977567379412839,2,0,3,-0.967421566101701,-0.3487556955170447
4206,77,0.005881541231240073,3,0,3,-0.967421566101701,-0.3487556955170447
4206,77,-1.7841457430060552,4,0,3,-0.967421566101701,-0.3487556955170447
4207,1,-4.168089797038097,0,0,0,-0.967421566101701,-1.335177736118937
4207,1,-1.5656218067885654,1,0,0,-0.967421566101701,-1.335177736118937
4207,1,-3.0641543640331568,2,0,0,-0.967421566101701,-1.335177736118937
4207,12,-1.739620898853291,3,0,0,-0.967421566101701,-1.335177736118937
4207,12,-0.90163069341757,4,0,0,-0.967421566101701,-1.335177736118937
4208,44,-3.007433675676128,0,0,2,-0.967421566101701,-0.6045853465832371
4208,44,-1.0028896063830497,1,0,2,-0.967421566101701,-0.6045853465832371
4208,44,-0.9431426597828377,2,0,2,-0.967421566101701,-0.6045853465832371
4208,83,-1.5272587808375462,3,0,4,-0.967421566101701,-0.11418529432142838
4208,9,-2.1357754909445683,4,0,0,-0.967421566101701,-1.335177736118937
4209,123,1.4545634076365654,0,1,6,-0.43072729929545756,0.3487556955170447
4209,46,-1.783888678467397,1,1,2,-0.43072729929545756,-0.6045853465832371
4209,46,0.19551765806551158,2,1,2,-0.43072729929545756,-0.6045853465832371
4209,46,-0.3083678998249886,3,1,2,-0.43072729929545756,-0.6045853465832371
4209,61,1.8530179162098332,4,1,3,-0.43072729929545756,-0.3487556955170447
4210,97,0.06948447361743293,0,1,4,-0.43072729929545756,-0.11418529432142838
4210,55,-1.7230463371164673,1,1,2,-0.43072729929545756,-0.6045853465832371
4210,55,0.1067221840951238,2,1,2,-0.43072729929545756,-0.6045853465832371
4210,55,-2.751939765613461,3,1,2,-0.43072729929545756,-0.6045853465832371
4210,68,-3.2013738693576186,4,1,3,-0.43072729929545756,-0.3487556955170447
4211,119,-0.5017601045820388,0,3,6,0.43072729929545744,0.3487556955170447
4211,139,0.036254208362222706,1,3,7,0.43072729929545744,0.6045853465832371
4211,139,0.9885496818253962,2,3,7,0.43072729929545744,0.6045853465832371
4211,156,2.0797083843701154,3,3,7,0.43072729929545744,0.6045853465832371
4211,131,0.3244032333423386,4,3,6,0.43072729929545744,0.3487556955170447
4212,121,2.4089691467498593,0,4,6,0.967421566101701,0.3487556955170447
4212,121,1.5687155784296773,1,4,6,0.967421566101701,0.3487556955170447
4212,119,-0.2673794632485196,2,4,6,0.967421566101701,0.3487556955170447
4212,182,2.000411631619514,3,4,9,0.967421566101701,1.3351777361189363
4212,190,2.097916587896709,4,4,9,0.967421566101701,1.3351777361189363
4213,171,1.140872161443163,0,1,8,-0.43072729929545756,0.9084578685373853
4213,171,1.2931575611012478,1,1,8,-0.43072729929545756,0.9084578685373853
4213,171,1.7323122819732781,2,1,8,-0.43072729929545756,0.9084578685373853
4213,157,0.11684952999529347,3,1,7,-0.43072729929545756,0.6045853465832371
4213,157,-0.2537277597942,4,1,7,-0.43072729929545756,0.6045853465832371
4214,9,-2.0444106516851877,0,0,0,-0.967421566101701,-1.335177736118937
4214,38,-0.5793529294232853,1,0,1,-0.967421566101701,-0.9084578685373851
4214,64,-1.7878334210483855,2,0,3,-0.967421566101701,-0.3487556955170447
4214,64,0.9232839580671055,3,0,3,-0.967421566101701,-0.3487556955170447
4214,64,-0.012203552496585113,4,0,3,-0.967421566101701,-0.3487556955170447
4215,118,2.24258356575001,0,3,6,0.43072729929545744,0.3487556955170447
4215,161,1.6358114396345633,1,3,8,0.43072729929545744,0.9084578685373853
4215,161,1.5981409151498553,2,3,8,0.43072729929545744,0.9084578685373853
4215,163,0.36364103023261496,3,3,8,0.43072729929545744,0.9084578685373853
4215,163,0.5620464942743808,4,3,8,0.43072729929545744,0.9084578685373853
4216,179,1.0429100611022148,0,3,9,0.43072729929545744,1.3351777361189363
4216,179,-0.1418919694392362,1,3,9,0.43072729929545744,1.3351777361189363
4216,172,3.8877779406463557,2,3,8,0.43072729929545744,0.9084578685373853
4216,189,0.25675749689682514,3,3,9,0.43072729929545744,1.3351777361189363
4216,194,0.9987244913904483,4,3,9,0.43072729929545744,1.3351777361189363
4217,138,1.475173716319038,0,3,7,0.43072729929545744,0.6045853465832371
4217,138,1.0293126313857408,1,3,7,0.43072729929545744,0.6045853465832371
4217,138,0.4958097440707929,2,3,7,0.43072729929545744,0.6045853465832371
4217,138,1.4463532654384208,3,3,7,0.43072729929545744,0.6045853465832371
4217,138,2.373643753345063,4,3,7,0.43072729929545744,0.6045853465832371
4218,120,0.1787623059539252,0,2,6,0.0,0.3487556955170447
4218,120,0.6479897912782813,1,2,6,0.0,0.3487556955170447
4218,89,0.44545529798109856,2,2,4,0.0,-0.11418529432142838
4218,68,-2.765846966100234,3,2,3,0.0,-0.3487556955170447
4218,44,-1.6808466373522144,4,2,2,0.0,-0.6045853465832371
4219,185,2.6525126034153486,0,4,9,0.967421566101701,1.3351777361189363
4219,185,2.1481452099221183,1,4,9,0.967421566101701,1.3351777361189363
4219,185,1.5988966624193386,2,4,9,0.967421566101701,1.3351777361189363
4219,154,1.9948874359979667,3,4,7,0.967421566101701,0.6045853465832371
4219,154,1.8320891426051755,4,4,7,0.967421566101701,0.6045853465832371
4220,147,0.6367931082774403,0,2,7,0.0,0.6045853465832371
4220,147,-0.1469853860315341,1,2,7,0.0,0.6045853465832371
4220,147,0.3953172388326382,2,2,7,0.0,0.6045853465832371
4220,147,0.8983742515507918,3,2,7,0.0,0.6045853465832371
4220,192,2.692761024162847,4,2,9,0.0,1.3351777361189363
4221,75,-0.3556291355247247,0,1,3,-0.43072729929545756,-0.3487556955170447
4221,48,-1.4847344744334088,1,1,2,-0.43072729929545756,-0.6045853465832371
4221,12,-2.5133508414270325,2,1,0,-0.43072729929545756,-1.335177736118937
4221,23,-1.2577910299559472,3,1,1,-0.43072729929545756,-0.9084578685373851
4221,23,-1.9210791659600166,4,1,1,-0.43072729929545756,-0.9084578685373851
4222,119,-1.0184956781892713,0,3,6,0.43072729929545744,0.3487556955170447
4222,119,0.5091449744111649,1,3,6,0.43072729929545744,0.3487556955170447
4222,119,1.5841170684384651,2,3,6,0.43072729929545744,0.3487556955170447
4222,119,0.20657631429690126,3,3,6,0.43072729929545744,0.3487556955170447
4222,119,0.681544987633392,4,3,6,0.43072729929545744,0.3487556955170447
4223,68,-2.1931117635772064,0,0,3,-0.967421566101701,-0.3487556955170447
4223,68,-2.3912237257779694,1,0,3,-0.967421566101701,-0.3487556955170447
4223,24,-1.9633098359331285,2,0,1,-0.967421566101701,-0.9084578685373851
4223,13,-3.1979643240100506,3,0,0,-0.967421566101701,-1.335177736118937
4223,137,0.14805072836149158,4,0,6,-0.967421566101701,0.3487556955170447
4224,167,1.750351360544744,0,4,8,0.967421566101701,0.9084578685373853
4224,167,0.9055934370884279,1,4,8,0.967421566101701,0.9084578685373853
4224,114,2.121015738820982,2,4,5,0.967421566101701,0.11418529432142824
4224,114,-0.01836271216220431,3,4,5,0.967421566101701,0.11418529432142824
4224,185,0.5748037773805657,4,4,9,0.967421566101701,1.3351777361189363
4225,155,0.5192593011254223,0,2,7,0.0,0.6045853465832371
4225,155,0.9508375037349117,1,2,7,0.0,0.6045853465832371
4225,155,2.162957829721601,2,2,7,0.0,0.6045853465832371
4225,170,-0.7814007521366423,3,2,8,0.0,0.9084578685373853
4225,170,0.19240155811073478,4,2,8,0.0,0.9084578685373853
4226,197,2.119645651261509,0,4,9,0.967421566101701,1.3351777361189363
4226,128,1.0093055993650966,1,4,6,0.967421566101701,0.3487556955170447
4226,128,0.6509160486566061,2,4,6,0.967421566101701,0.3487556955170447
4226,128,2.120438385083978,3,4,6,0.967421566101701,0.3487556955170447
4226,30,1.105820077355842,4,4,1,0.967421566101701,-0.9084578685373851
4227,198,0.7070189557196458,0,2,9,0.0,1.3351777361189363
4227,198,4.117421413916098,1,2,9,0.0,1.3351777361189363
4227,198,0.7034253115010014,2,2,9,0.0,1.3351777361189363
4227,198,2.5284491159926814,3,2,9,0.0,1.3351777361189363
4227,198,2.6119886689454646,4,2,9,0.0,1.3351777361189363
4228,1,-1.4907079689485756,0,1,0,-0.43072729929545756,-1.335177736118937
4228,20,-2.6594887453030487,1,1,1,-0.43072729929545756,-0.9084578685373851
4228,113,0.8552120365225471,2,1,5,-0.43072729929545756,0.11418529432142824
4228,148,1.540937795380217,3,1,7,-0.43072729929545756,0.6045853465832371
4228,148,1.7947973030496638,4,1,7,-0.43072729929545756,0.6045853465832371
4229,37,-2.2274628167925004,0,1,1,-0.43072729929545756,-0.9084578685373851
4229,42,-0.4203582720069641,1,1,2,-0.43072729929545756,-0.6045853465832371
4229,64,-1.1748401389622778,2,1,3,-0.43072729929545756,-0.3487556955170447
4229,64,-0.8091835499939656,3,1,3,-0.43072729929545756,-0.3487556955170447
4229,64,-0.8467780936097993,4,1,3,-0.43072729929545756,-0.3487556955170447
4230,131,1.3768181065704985,0,4,6,0.967421566101701,0.3487556955170447
4230,131,1.7369104236013315,1,4,6,0.967421566101701,0.3487556955170447
4230,131,1.493724984093819,2,4,6,0.967421566101701,0.3487556955170447
4230,131,0.6227094344183591,3,4,6,0.967421566101701,0.3487556955170447
4230,131,3.6399632413729055,4,4,6,0.967421566101701,0.3487556955170447
4231,168,1.55867779969843,0,4,8,0.967421566101701,0.9084578685373853
4231,168,3.11845678548479,1,4,8,0.967421566101701,0.9084578685373853
4231,168,0.016846833496635183,2,4,8,0.967421566101701,0.9084578685373853
4231,168,2.2263634588058556,3,4,8,0.967421566101701,0.9084578685373853
4231,196,2.2713129210279677,4,4,9,0.967421566101701,1.3351777361189363
4232,152,-1.3577725584102323,0,1,7,-0.43072729929545756,0.6045853465832371
4232,152,-0.19034732221451994,1,1,7,-0.43072729929545756,0.6045853465832371
4232,152,0.1979211648487122,2,1,7,-0.43072729929545756,0.6045853465832371
4232,152,0.937018924313503,3,1,7,-0.43072729929545756,0.6045853465832371
4232,152,0.06242895486737271,4,1,7,-0.43072729929545756,0.6045853465832371
4233,0,-0.36848424213925224,0,1,0,-0.43072729929545756,-1.335177736118937
4233,23,-1.3104773071837044,1,1,1,-0.43072729929545756,-0.9084578685373851
4233,23,-2.3330710987524554,2,1,1,-0.43072729929545756,-0.9084578685373851
4233,23,0.1444302548024783,3,1,1,-0.43072729929545756,-0.9084578685373851
4233,7,-2.892027682175938,4,1,0,-0.43072729929545756,-1.335177736118937
4234,170,-1.4088974514845274,0,1,8,-0.43072729929545756,0.9084578685373853
4234,116,0.08681512434499628,1,1,5,-0.43072729929545756,0.11418529432142824
4234,58,0.38722161125769095,2,1,2,-0.43072729929545756,-0.6045853465832371
4234,81,-0.5912915178850298,3,1,4,-0.43072729929545756,-0.11418529432142838
4234,60,0.06461562604242665,4,1,3,-0.43072729929545756,-0.3487556955170447
4235,7,-0.6421076657595048,0,1,0,-0.43072729929545756,-1.335177736118937
4235,2,-0.2876962168900157,1,1,0,-0.43072729929545756,-1.335177736118937
4235,2,-1.7785185569978084,2,1,0,-0.43072729929545756,-1.335177736118937
4235,93,-2.1458304135680475,3,1,4,-0.43072729929545756,-0.11418529432142838
4235,99,-0.5803546348231011,4,1,5,-0.43072729929545756,0.11418529432142824
4236,21,-0.3638123403260124,0,1,1,-0.43072729929545756,-0.9084578685373851
4236,21,-1.0283740677903017,1,1,1,-0.43072729929545756,-0.9084578685373851
4236,21,0.11623499083312994,2,1,1,-0.43072729929545756,-0.9084578685373851
4236,16,-2.223540068673834,3,1,0,-0.43072729929545756,-1.335177736118937
4236,84,0.24765184529362205,4,1,4,-0.43072729929545756,-0.11418529432142838
4237,133,1.0986131162587514,0,2,6,0.0,0.3487556955170447
4237,175,0.05601909707164532,1,2,8,0.0,0.9084578685373853
4237,58,-0.673708877913895,2,2,2,0.0,-0.6045853465832371
4237,58,0.3260026699333348,3,2,2,0.0,-0.6045853465832371
4237,92,0.60945969497612,4,2,4,0.0,-0.11418529432142838
4238,65,-1.0400759727529,0,0,3,-0.967421566101701,-0.3487556955170447
4238,71,1.10987017253947,1,0,3,-0.967421566101701,-0.3487556955170447
4238,71,-3.1094162942222137,2,0,3,-0.967421566101701,-0.3487556955170447
4238,71,-2.4261108767035076,3,0,3,-0.967421566101701,-0.3487556955170447
4238,71,0.3016158846286894,4,0,3,-0.967421566101701,-0.3487556955170447
4239,23,-0.7505073189018757,0,1,1,-0.43072729929545756,-0.9084578685373851
4239,68,-0.008524865680740068,1,1,3,-0.43072729929545756,-0.3487556955170447
4239,68,-0.09138514313490864,2,1,3,-0.43072729929545756,-0.3487556955170447
4239,68,-2.7916455511214964,3,1,3,-0.43072729929545756,-0.3487556955170447
4239,52,-1.7101104997698435,4,1,2,-0.43072729929545756,-0.6045853465832371
4240,35,-1.7051294038883253,0,0,1,-0.967421566101701,-0.9084578685373851
4240,35,-3.063318794506607,1,0,1,-0.967421566101701,-0.9084578685373851
4240,47,-1.1620210898739254,2,0,2,-0.967421566101701,-0.6045853465832371
4240,38,-3.2558372156634903,3,0,1,-0.967421566101701,-0.9084578685373851
4240,38,-2.0975258818242786,4,0,1,-0.967421566101701,-0.9084578685373851
4241,143,0.46646172559053933,0,3,7,0.43072729929545744,0.6045853465832371
4241,143,2.2838345901270323,1,3,7,0.43072729929545744,0.6045853465832371
4241,116,-0.27617089599427924,2,3,5,0.43072729929545744,0.11418529432142824
4241,116,0.29330575966336486,3,3,5,0.43072729929545744,0.11418529432142824
4241,116,0.4812468448025667,4,3,5,0.43072729929545744,0.11418529432142824
4242,184,0.6847654653417445,0,3,9,0.43072729929545744,1.3351777361189363
4242,81,-2.0939326249816155,1,3,4,0.43072729929545744,-0.11418529432142838
4242,89,0.3644071241847821,2,3,4,0.43072729929545744,-0.11418529432142838
4242,80,1.5880649430741454,3,3,4,0.43072729929545744,-0.11418529432142838
4242,114,2.822186297887562,4,3,5,0.43072729929545744,0.11418529432142824
4243,24,-1.2186448579037314,0,0,1,-0.967421566101701,-0.9084578685373851
4243,24,-2.2904298380178694,1,0,1,-0.967421566101701,-0.9084578685373851
4243,24,-2.0820977271625267,2,0,1,-0.967421566101701,-0.9084578685373851
4243,24,-3.032819742232689,3,0,1,-0.967421566101701,-0.9084578685373851
4243,24,-3.7864691191781334,4,0,1,-0.967421566101701,-0.9084578685373851
4244,34,-1.3018837154503626,0,1,1,-0.43072729929545756,-0.9084578685373851
4244,45,-0.9821794218591963,1,1,2,-0.43072729929545756,-0.6045853465832371
4244,23,-0.8033327345526935,2,1,1,-0.43072729929545756,-0.9084578685373851
4244,86,0.8234191925626697,3,1,4,-0.43072729929545756,-0.11418529432142838
4244,86,1.1189873762974565,4,1,4,-0.43072729929545756,-0.11418529432142838
4245,43,-1.0592207978511539,0,1,2,-0.43072729929545756,-0.6045853465832371
4245,24,-1.4333379538209443,1,1,1,-0.43072729929545756,-0.9084578685373851
4245,24,-1.309013429070283,2,1,1,-0.43072729929545756,-0.9084578685373851
4245,24,-0.687304364580447,3,1,1,-0.43072729929545756,-0.9084578685373851
4245,30,0.9018287599836377,4,1,1,-0.43072729929545756,-0.9084578685373851
4246,72,-0.5196363559461739,0,4,3,0.967421566101701,-0.3487556955170447
4246,72,1.1670122820750866,1,4,3,0.967421566101701,-0.3487556955170447
4246,26,0.36172678755413523,2,4,1,0.967421566101701,-0.9084578685373851
